gene	phi
RIMKLA	0.61826813
FIZ1	0.618253636
BMI1	0.618227159
BPNT1	0.618013718
GAR1	0.617695076
PPM1K	0.617582268
SYBU	0.617474427
MKX	0.617467916
INSM1	0.617449821
DNAJC11	0.617266851
RSPH3	0.617210268
CSNK1G2	0.617154299
GATAD2A	0.616610815
PAK6	0.616575479
ISL1	0.616551316
LHX1	0.616510118
UBASH3B	0.616420066
FOXJ1	0.61635747
FAM20C	0.616285962
HMBS	0.616246604
B4GALT1	0.616211216
IDE	0.616164982
KLF15	0.615940974
KIF20A	0.615862043
SPOCK3	0.615851936
FOXF1	0.615704135
LATS1	0.615669499
GJA4	0.615565461
WBP2NL	0.61552363
ZNF330	0.615492313
HOXB8	0.615419101
NIPA2	0.615410202
DMC1	0.615364549
TFDP1	0.61522385
PM20D2	0.615050637
PSMC5	0.614864502
BDH1	0.614724122
GDA	0.61413583
EVX2	0.613995162
TBC1D13	0.613990773
FAM49B	0.613904608
IRF2	0.613573745
GMPPB	0.613548955
GRIA4	0.613464313
AGFG2	0.613458214
PIGU	0.613318157
LHX2	0.61329886
DRG1	0.613132148
CHST3	0.613038232
ZSCAN10	0.613035281
Sep-03	0.612875533
BCL3	0.612811447
CD44	0.612769864
RBM14-RBM4	0.612646659
KCNK3	0.612450759
PHC1	0.612443218
ZNF507	0.612406472
CYC1	0.612390178
MTNR1B	0.612388913
SLC39A8	0.612362991
THOC5	0.612264514
SETD3	0.612259417
MAP2K2	0.61225871
FCGRT	0.612176735
RTN4RL1	0.612067997
ZC2HC1A	0.611958194
AHCY	0.611946763
FMOD	0.611908245
TCEA1	0.611784665
DLL4	0.611711506
GNAO1	0.611647206
NECAB3	0.611536363
SIRT2	0.611532997
PDGFRA	0.611423767
TFRC	0.611190626
PLA2G4A	0.611155484
ALDOA	0.611137935
EPM2AIP1	0.61113645
ITPK1	0.611121838
GJC2	0.611069102
ERI3	0.610993559
NECAB1	0.610979067
PIP4K2B	0.610565494
STOML1	0.610510155
CDR2L	0.610280333
FAM110B	0.610250415
GNAI1	0.610023416
POU3F2	0.610001113
GDF7	0.609558201
GPR171	0.609515356
ELAVL2	0.609446849
Sep-02	0.609188672
SLITRK3	0.609106971
CDK9	0.608947623
CDK2	0.608737752
HTR6	0.60860801
SCAMP2	0.608467888
TYMS	0.607888647
APBA2	0.607626378
ARRB1	0.607448219
ACTG2	0.607171546
LRRN3	0.607011287
PPP2CA	0.606807945
MPP5	0.60650097
DUSP1	0.606449454
FAM169A	0.6064367
GPR137	0.606339875
GCLC	0.606309141
LGALS9	0.6062794
ST6GALNAC5	0.606237913
AKNA	0.606186127
CTSD	0.606159121
DOC2A	0.605984631
QPCTL	0.605919641
GRIN2D	0.605891644
B3GNT3	0.605750563
CDCA8	0.60567769
S1PR1	0.605428928
ELAVL4	0.605312698
DNAJC8	0.60526806
HNRNPC	0.605101788
PURG	0.60490853
PGA4	0.604736291
ECE1	0.604668437
MOGAT2	0.604607015
PAK7	0.604563325
KNG1	0.604540308
WDR70	0.604501631
WNT8A	0.604355811
HERC3	0.604185527
CYP2W1	0.603818015
ADIPOR1	0.603775274
NET1	0.603698278
GNB2	0.603694389
MYO1G	0.603490779
FAM120A	0.603428383
CFDP1	0.603345477
FBXL5	0.603318288
CA8	0.603041578
GPR4	0.603036609
SH3GLB2	0.602991295
ACTL6A	0.602981539
NOP56	0.602794586
IKBKAP	0.60270499
ILKAP	0.602599201
LHX5	0.602520012
CNTNAP1	0.602452812
PNP	0.602437546
PHLDA1	0.602361283
ACSBG1	0.602288542
DLK1	0.602045165
NOV	0.601958273
COPS6	0.601926694
TMEM55A	0.60187184
EIF3F	0.601858893
GABBR1	0.601744095
ARHGAP25	0.601645863
RSPO2	0.601631367
PRKACA	0.601559048
TMEM132D	0.601362083
DNAJB2	0.60135474
RNF145	0.601310915
MAP2K7	0.601285292
HNRNPA2B1	0.601272532
S1PR4	0.601247121
FJX1	0.60122754
C1GALT1	0.600972129
AATK	0.600744103
RPP40	0.600522472
ELOVL6	0.600517898
SYT2	0.600488303
GAS2L1	0.600421659
CP	0.600243049
CKMT1B	0.599970663
VARS	0.599572252
TMX2	0.599530242
SOX17	0.599484229
RNF6	0.599451537
SNRNP40	0.599393919
FAM203A	0.599344337
CCR7	0.599116286
AP1AR	0.599097221
MAPK1	0.599092123
PHYHIPL	0.599010501
SNX27	0.598742374
INHA	0.598612595
FLRT3	0.598479809
SORCS2	0.598432365
MTCH2	0.598303253
CADM4	0.598205568
CDK5R2	0.598185707
DCK	0.598182337
Mar-05	0.598164566
TRIB2	0.598113158
ZC3H12C	0.597993584
UBAC1	0.597849885
LPAR5	0.597835515
RHBDD3	0.597818108
HEY2	0.597785555
ACAP3	0.597773508
WDTC1	0.597759553
CLCN7	0.597728291
SLAMF6	0.59750159
KIAA0319L	0.597283001
TRABD	0.597246091
LPPR1	0.597192235
SUGT1	0.597106917
ATG4B	0.596973686
TRAM2	0.596909357
DEK	0.596620194
MAT2B	0.596424239
STC2	0.596261329
FAM76B	0.596229514
LIPJ	0.596068155
BTN3A2	0.596058444
CHCHD3	0.596055076
CNGA3	0.596021182
AHSA1	0.595931833
GTPBP2	0.59589777
YIPF3	0.595870308
UHRF1BP1L	0.595776172
ADCY1	0.595632694
TSC22D4	0.595575175
PAX9	0.595425975
SLC25A36	0.595257428
ARHGEF10	0.59518141
POC1A	0.595029902
PSMD4	0.594776012
FBXL4	0.594698615
IL1B	0.594523802
C11orf24	0.594395902
IFNGR2	0.594263955
SRSF1	0.593938035
PRR5	0.593816273
FAM50B	0.593667954
PRDM4	0.593512364
SLC26A3	0.593491489
BLVRA	0.593461092
DIP2A	0.592947743
SAPCD2	0.592848423
TFPI	0.592769863
SCNM1	0.592735444
USPL1	0.592690897
PAQR9	0.592640705
NKX2-1	0.592495032
MAPK14	0.592356375
KSR1	0.592240033
GALK1	0.592225226
ERLIN1	0.592193843
NOL9	0.592186756
DKK2	0.592178974
PDE3A	0.592162535
HCN2	0.5915939
ATP5C1	0.591581324
GTF2F2	0.591306248
VPS26B	0.591183374
BSG	0.591181185
PSMD7	0.591169675
CLINT1	0.591071929
PLEKHA1	0.591035626
BBX	0.590859734
ARMC5	0.59081128
FBXO8	0.590806479
GNA12	0.590801564
ZNF48	0.59066267
SLC7A6OS	0.590609443
ADCY2	0.590465527
IDI1	0.590385206
MRPL45	0.590371114
HSDL2	0.590342382
GPR132	0.590094354
HTR3D	0.589896679
PDGFC	0.589874388
DGKH	0.589846533
NUDC	0.589603318
ALAD	0.589586662
CBX6	0.589523984
GBX2	0.589502567
ADRM1	0.589368482
FBXL12	0.589314709
NNT	0.589187151
OTX2	0.589034347
FFAR3	0.588909486
SCML4	0.588709112
KCNH7	0.588518218
CAMK1D	0.588507609
PRR19	0.588213242
GPR85	0.588145449
GNB1L	0.587979043
MAP3K2	0.587968759
DNAJB6	0.587765605
HOXC8	0.587760858
TMEM63C	0.587745749
OSTM1	0.587680853
BTBD10	0.587667892
ADA	0.587498872
POGK	0.587333265
NDUFAF1	0.587262773
SERPINA5	0.587160637
PCBP2	0.587147068
SEPHS1	0.587118492
ATP1B2	0.587082176
RCHY1	0.586988388
SARS	0.586985032
FAM43A	0.586685521
ATF1	0.586637468
PRLHR	0.586609491
USP46	0.586500164
LHX8	0.586187579
OR2B6	0.586159795
GPR183	0.586126069
HMHA1	0.585885069
ITPKC	0.585495619
HRH2	0.58543498
GPR65	0.585418168
KLF3	0.585302495
GALE	0.585243267
RQCD1	0.584843058
SLC44A1	0.584835713
STIM1	0.584522086
FOLR1	0.584370723
OXTR	0.584336786
C1S	0.584330917
PLSCR3	0.584227672
VTA1	0.584217886
RUFY1	0.584001624
AAGAB	0.583926397
TMEM115	0.58353961
ZFPL1	0.583381959
DEDD2	0.583336834
FAM105B	0.583133033
CAMLG	0.583126092
LRRN2	0.583016767
ADD1	0.582982743
HS3ST5	0.582966394
SLC39A13	0.582683044
CEACAM6	0.582602449
CAB39	0.582537738
EXOC2	0.582518164
RALGPS2	0.581985798
ANKRD54	0.581897399
NR4A3	0.581843764
OPRL1	0.581750136
ICMT	0.58171855
MBNL2	0.581370566
NEUROD2	0.581279472
MTCH1	0.581086004
ADNP2	0.580707012
SIPA1L3	0.580536118
FOSL2	0.58033035
DAZL	0.580162959
CNOT7	0.579869475
PRMT1	0.579745132
KDM1B	0.579728265
TSEN34	0.579594969
NFKBIZ	0.579488278
ZMIZ1	0.57945623
NETO2	0.579297249
TTC30A	0.5792455
SDC3	0.579115475
DND1	0.578955717
LRRN1	0.578923177
LRRC40	0.578826262
PHF14	0.578736651
LPAR1	0.578622597
HMX3	0.578615437
ACTB	0.578583502
SLA	0.578423985
RB1CC1	0.578287154
PTPN11	0.578109143
BHLHE22	0.578044969
SLC20A1	0.5779979
MMS22L	0.577738017
NDNL2	0.577726062
PTRF	0.577497009
CXCR7	0.577173755
GLS2	0.577115521
CD248	0.576973669
SPPL3	0.576942316
ATP6V0D1	0.576863081
PAX5	0.576695972
UCK1	0.576611602
ABHD6	0.576527974
SBK1	0.57634995
SNX9	0.576214877
PAWR	0.576152037
BDNF	0.576150131
C19orf47	0.575923441
XBP1	0.575834271
NGEF	0.575796836
AKTIP	0.575734752
ING2	0.575636251
MDH1	0.575579801
FHL3	0.575522885
PALM	0.575447239
NANOG	0.575437063
CALB1	0.575431275
DDX18	0.575430347
DCUN1D3	0.575357598
RFX5	0.575043005
RC3H2	0.575036484
PPT2	0.575034809
HS3ST1	0.574792739
ADAMTS15	0.574759403
KCNK9	0.574590338
DDIT4	0.574375166
HCAR2	0.574296262
BOD1L1	0.573882096
GSG1L	0.573854168
DTX3	0.573757613
LMAN2	0.573598493
PDCL	0.573535376
ITCH	0.573467449
OPCML	0.573376302
PARP9	0.573343262
NEUROD4	0.573332925
CCNY	0.573107209
GPR139	0.572799267
INSIG1	0.572736669
MLF2	0.572443007
SNAI1	0.57243677
LFNG	0.572255221
DRD4	0.572190653
SPDEF	0.572177129
MYADM	0.572047544
METTL3	0.572032913
AGPAT1	0.571804868
CRTC3	0.571737708
TSN	0.571360201
TSNAX	0.571348345
ZCCHC2	0.571288811
MAF	0.57125714
HSF2BP	0.571080302
COPS7B	0.570873616
C15orf59	0.570823788
SRSF2	0.570685624
PDCD1	0.570556733
EMX2	0.570475125
GSTT2B	0.570369134
IL20RB	0.57012064
GSTT2	0.569996396
HS3ST3A1	0.569962855
DVL3	0.569918905
FAM153A	0.569512205
PPP1R12C	0.569489186
TSGA10	0.569440953
PURA	0.569392624
FOXI1	0.569346007
PRMT5	0.569126331
FAS	0.569108543
SERPINB1	0.569033034
TTC1	0.568984162
TOB1	0.56866943
M6PR	0.568391949
PRSS48	0.568362653
EOMES	0.568336044
KCTD5	0.568277176
SLC25A11	0.568248681
ELAVL3	0.568222656
GLRA3	0.568200003
POU4F1	0.568074402
VPS33A	0.56800449
PTAFR	0.567887035
ACTC1	0.567881139
C6orf106	0.567829429
TMEM48	0.5677698
CACNB1	0.567733125
ZNF569	0.567687944
CTDSP1	0.567659641
CNN3	0.567114669
CXXC4	0.566869434
PCDHAC2	0.566862382
ING5	0.566734348
CACNG2	0.566687036
TPM1	0.566575829
ARMC1	0.566476066
ZBTB16	0.566439107
TMEM106C	0.566293829
RAX	0.566256328
NAE1	0.566203303
RALY	0.566144999
NKX2-3	0.566107008
RNF144A	0.566016127
FST	0.56586252
WRNIP1	0.565830865
RGS7BP	0.56558772
CBX7	0.565471363
NKX2-2	0.565030654
CLIC5	0.5649889
FPR2	0.564936121
STC1	0.564616347
SRP68	0.564577327
LLGL1	0.564398689
IGSF3	0.564354177
KIAA1467	0.564279246
FAM102A	0.56401307
FNBP1	0.563952882
GBF1	0.563660985
TBC1D7	0.563651501
GLB1	0.563553182
VASH2	0.563278681
EIF4H	0.563272544
C6orf47	0.563260971
PIM3	0.563103322
CCR8	0.562846024
RANBP10	0.562835283
RNF115	0.562823788
TIPRL	0.562707305
GLS	0.562670614
MYO1B	0.562632089
CREM	0.562603097
CDC42EP4	0.562485588
UXS1	0.562440097
CCDC159	0.562411036
KCNT2	0.562367759
GATA5	0.56221306
RTDR1	0.562077355
CDH13	0.562027303
ST3GAL4	0.561898364
ZFP36L1	0.561803845
TIMM23	0.56168362
ATOH1	0.56153047
FAM210A	0.56141098
DLX2	0.561103056
MLST8	0.561083538
SNRNP27	0.560917584
WDR5	0.56059006
GPR157	0.560466847
APOL6	0.560244412
SLC6A17	0.56015937
MAP6	0.560005809
BRIX1	0.559969177
NR2F6	0.559944062
IL17REL	0.559932423
GNAI2	0.559864369
SLC25A33	0.559841833
RAP1GAP2	0.559828329
GARNL3	0.559764033
PPAP2B	0.559594516
BCAS2	0.559514735
IFT46	0.559301742
SLC25A22	0.559212213
EFNB2	0.55902764
ARRDC5	0.55899827
PDCD10	0.55878273
GPER	0.558685207
PATZ1	0.55866565
NPAT	0.558650497
MIER1	0.558476427
RPLP0	0.558349901
GPR6	0.558308761
MMP16	0.558252828
LIN9	0.558162287
ATOH8	0.55811113
RCN2	0.558057736
UNG	0.557986437
EIF2S1	0.557828661
DLX5	0.557511823
GPR3	0.557479252
MMS19	0.557448348
UBE2Z	0.557401899
TNFSF13	0.557202363
AMY1A	0.557086872
PCGF1	0.557029456
SRM	0.556917054
TRIM56	0.556907751
ATCAY	0.556832657
PHF13	0.556746027
PCDHGC4	0.556735656
RILP	0.55646123
CNN1	0.556434964
RNGTT	0.556249609
RFXANK	0.556123323
UBE4B	0.555977554
MLEC	0.555821215
RAB5B	0.555732697
PPP2R5D	0.555428886
TCF25	0.555414699
USP37	0.555278216
SOX2	0.555027952
CTIF	0.554822699
BRD3	0.554590871
SSTR5	0.554476084
SCAPER	0.554411621
CLEC16A	0.554269186
EPM2A	0.554257546
Mar-02	0.554208368
FRG2C	0.554197013
TF	0.554177643
ERMN	0.553924051
RASSF1	0.553875664
QKI	0.553674792
DPY19L1	0.55366742
NPFFR1	0.553665685
KLF7	0.553616038
SRSF9	0.553542054
NFKBID	0.553459405
CLDND1	0.553175881
STAT2	0.553149499
CTRL	0.552824587
SLC24A2	0.552823296
ACBD3	0.552582809
NRBF2	0.552537637
NDUFS2	0.552505669
BTLA	0.552482487
AHCYL2	0.552480986
RCN1	0.552416838
CPNE6	0.552328834
EXOSC4	0.552256799
MEMO1	0.552153462
DUSP26	0.552091304
ANO1	0.551962016
CD300LG	0.551920233
RAB22A	0.551914335
FRG2	0.551910342
PAPOLA	0.551784429
NUB1	0.551775769
CNOT4	0.551728849
BARHL1	0.551602081
SFRP2	0.551588141
ASPRV1	0.551537506
TMEM55B	0.551429162
DMRT1	0.551423967
CUEDC2	0.551390963
NPM1	0.551366561
ATP5F1	0.55110815
AMD1	0.551028505
IMPA2	0.551018988
ADAMTS1	0.550961594
SLC10A7	0.550926731
CHAD	0.550917001
RERG	0.550694481
YWHAG	0.550688199
OTP	0.550557847
EEF1D	0.550498846
ZDHHC21	0.550365916
FLT3	0.550336235
PNRC1	0.550261029
MED7	0.550155522
PDGFB	0.550061115
GHR	0.549757401
PSMA2	0.549747304
FBXO46	0.549724948
WDR82	0.549638985
SDR9C7	0.549527499
MKS1	0.549440989
AIDA	0.549434341
PARP1	0.549387505
C2CD2L	0.549124226
KIF22	0.549036221
EIF4E	0.549015334
TNFRSF8	0.54894353
SLC6A19	0.548750555
PCBP1	0.548624848
SGCB	0.54857412
NDUFB9	0.54854059
CDK1	0.54853336
RAB33B	0.548532907
ZBTB20	0.548531097
SIX2	0.548479174
AKIRIN2	0.548473542
KCTD10	0.548417997
TSPAN15	0.548230247
PARP6	0.547815436
TST	0.547761424
KPNA6	0.54771675
MAP3K7	0.547607643
DLX1	0.547511048
RAB5C	0.547446662
CRX	0.547446586
VAV3	0.547208247
SPSB1	0.546998412
CDK5	0.546972087
TSKU	0.546935471
MTNR1A	0.546698865
ZMYND19	0.546480288
REPIN1	0.546464412
TEX264	0.546418104
CCNYL1	0.546242231
DGCR6	0.54606981
MTDH	0.54595979
SNRPB	0.545862276
METTL14	0.545846683
MAPRE1	0.545740039
SPRY1	0.545504375
CDK8	0.545278033
SPC25	0.545221184
PHB	0.545211263
CCND2	0.545190475
ATG14	0.544729363
TOMM70A	0.544503217
SLC5A6	0.544492729
SLC35B1	0.544456121
CTTNBP2NL	0.544131283
TSPAN2	0.544033469
EPHB3	0.54394552
ZNF146	0.543936395
CAPZA2	0.543878341
SOCS5	0.543779
LPAR3	0.543676205
SLC39A9	0.54362461
ANP32A	0.543049067
PSMA1	0.542952481
MMD	0.542889096
MAP2K3	0.542591153
OR2M2	0.54252583
ARHGEF25	0.542497933
PIK3CB	0.542475449
TMED8	0.54244869
NTAN1	0.542417125
DCLK3	0.542314552
CA6	0.542167488
PRDM10	0.542057665
RND1	0.542025911
STX11	0.541999212
E2F5	0.541965381
LPCAT4	0.541898843
ABCB4	0.541835325
ZNF691	0.541813502
C9orf78	0.54177135
RIN1	0.541726197
ZNF705D	0.541345623
HGSNAT	0.541298348
CCNG1	0.54124235
LRRC59	0.540972643
CX3CR1	0.540935702
PIH1D1	0.5408945
ACSS1	0.540751895
FRRS1L	0.540699695
ZNF75A	0.540648563
LDLRAD3	0.540498632
RAB30	0.540273583
PTGFR	0.540139951
TPM3	0.540107563
PITPNC1	0.539846746
HNF1A	0.539785786
TMX1	0.539720888
SLC39A1	0.539681994
CD86	0.539578455
PPHLN1	0.539514351
C15orf26	0.539379838
UFD1L	0.53935074
ERLIN2	0.539348895
PROS1	0.539299399
ACSL5	0.539150001
ACER3	0.539108983
MON1A	0.539003883
NUCKS1	0.538986316
MPPED1	0.538845659
ODF3L1	0.538655239
NMNAT2	0.538613576
FAM181B	0.53858176
NAT2	0.538507018
RAET1G	0.538492794
TNFSF15	0.538352854
KIAA1324	0.537885338
MYO18A	0.537742378
YWHAH	0.537721661
HOXD9	0.537687036
ERCC1	0.537541829
ANXA8L2	0.537509123
C14orf166	0.537495554
ARPC2	0.537487896
RRP12	0.537390091
USP28	0.537115101
SUV420H1	0.536945102
GIMAP1	0.536846684
ING1	0.536799363
AQP11	0.536658122
ZFP91	0.536640078
ANXA8L1	0.536603438
PPAP2A	0.536381688
NXPH1	0.536352115
YWHAZ	0.536342324
PAFAH1B2	0.536233744
FAM122A	0.536023305
C4orf19	0.535737196
AREG	0.535595915
DERL2	0.535505119
ATP1B3	0.535474281
CIC	0.535439819
TMEM64	0.535369229
HAUS3	0.53536172
ATG7	0.535334846
NAIF1	0.535088612
STX5	0.535081532
ICAM2	0.535076109
OR10S1	0.535068983
RAVER1	0.53504742
SLC23A2	0.53477391
TTC26	0.53469594
SGTB	0.534534693
NXPH4	0.53438536
GSX2	0.534200506
KCNIP2	0.534049772
WDR61	0.533904391
MESDC1	0.533782048
COL13A1	0.533690462
DDX5	0.53361358
TOB2	0.533432834
MITF	0.533313091
KCNH2	0.533186813
NFKB2	0.533164334
PEF1	0.533109781
PDE12	0.532958884
MTG1	0.532868941
DAB2IP	0.532852222
NIPA1	0.532787052
RIPK1	0.532750428
PARD3	0.532697098
TCF7	0.532675522
FOXB1	0.53252456
PHOX2B	0.532503919
RPS3A	0.53246916
TNFSF12	0.532367332
MACROD1	0.532344875
ZNF710	0.532106569
BNIP1	0.532020023
CPSF4	0.531867442
APOA1	0.531845849
DBP	0.531830074
LCP1	0.531776401
UBLCP1	0.531774347
LDOC1L	0.531771167
CSNK1G3	0.531749577
SPATS2	0.531735356
CACNB2	0.531697307
C4BPA	0.531689572
RNF8	0.531572582
MEAF6	0.531508211
BAP1	0.531477057
SRSF3	0.531466952
PRNP	0.531440263
NOSIP	0.531402777
FBP1	0.531225722
OR2A4	0.531206003
APOA1BP	0.531193349
RPS8	0.531175196
AZU1	0.531022036
OSBP	0.530974741
ADORA1	0.53095877
AKR1B1	0.530948644
ALKBH4	0.530897394
ATP6V1A	0.53079934
CSTF2T	0.53068476
TOMM40	0.530641773
H2AFY	0.530561803
VPS37C	0.530465831
KIAA1522	0.530460602
C17orf59	0.530437328
YWHAE	0.530419538
PPIE	0.530288607
SFN	0.530272279
STX1A	0.530220119
DTX4	0.530174101
MYF5	0.530105878
ASTN1	0.529934143
IGFBP2	0.529731687
SCAMP4	0.529711391
APOBEC1	0.529705174
YWHAQ	0.529614983
FCF1	0.52956525
RNF41	0.529560604
KLF9	0.529478888
ANP32B	0.529427497
SAP30L	0.529370145
PI15	0.529261238
OR2A42	0.529192968
BMF	0.529149711
RDH10	0.529121087
PLXDC2	0.528973933
RPS6KA1	0.528763875
TRAF3IP2	0.528747915
ZFAND3	0.528682633
PABPC4	0.528527872
LTBP1	0.528454423
EDIL3	0.528296556
AMY2A	0.528276614
NBR1	0.528207841
MMP14	0.528148011
FGF8	0.527951786
CD274	0.527859958
CXXC5	0.527858537
CCNC	0.527837856
RORC	0.52758617
SERTAD2	0.527522479
PPM1G	0.527247893
NETO1	0.527234916
RAI14	0.527217041
VDAC1	0.527001757
SPATA5	0.526936823
OR2A1	0.526868735
TMEM51	0.526796637
LIN28B	0.526432264
SCRT1	0.526367385
ELANE	0.526302537
TMCC2	0.526263678
SPRY4	0.526213407
DKK4	0.526151486
PRR3	0.526119894
METRNL	0.525956442
STRN4	0.525867218
RASL11B	0.524852255
NPDC1	0.524584884
JPH2	0.52447024
NCCRP1	0.52445499
DET1	0.524362822
ITM2C	0.52429741
CACNB4	0.524232152
RBP4	0.524199649
Mar-08	0.52419016
ALDH6A1	0.524173978
KLHL24	0.524173805
KCTD6	0.524091746
TNFSF11	0.523998907
MTF2	0.523939489
TRMT61A	0.52385094
RAD21	0.523669266
COQ4	0.523462531
NEUROG2	0.523435615
OR6C74	0.52339184
RALA	0.523283032
VSNL1	0.523268277
CAPZB	0.523099736
RIMBP2	0.523089162
ZCCHC17	0.523052016
STX6	0.523051967
TYW3	0.522992569
PROSC	0.522877343
UAP1	0.522472885
IGSF9	0.522409158
EIF3G	0.522170716
CALD1	0.521929075
STX1B	0.521881076
SOX18	0.521818776
RBM18	0.521528204
PSMA4	0.521520557
TRPM7	0.521293638
RGS17	0.521024397
DHX40	0.520928566
FAM131C	0.520901681
ALKBH6	0.520551086
EN2	0.520493233
IL23R	0.520472693
CLDN5	0.520345542
TSPAN14	0.520325074
RAB35	0.520187454
GRIK2	0.520103111
ZFYVE20	0.51997627
SMN1	0.519975811
PRRX1	0.519737353
HLA-DRA	0.519700643
TRIM40	0.519698066
KLHL32	0.519611641
SULT4A1	0.51959109
PLRG1	0.519577346
MSX2	0.519557279
CD40	0.519536355
WHSC1	0.519404638
MCAM	0.519394965
FASLG	0.519351824
HLF	0.519293638
ACAP2	0.519165167
RABGAP1L	0.519107689
CLN6	0.519086275
ANKRD46	0.519046814
FZD8	0.519029291
LBX2	0.518754641
KIAA0247	0.518747819
TBX2	0.518720544
SRSF11	0.51868606
BABAM1	0.518652094
PDP1	0.518643034
KCNIP1	0.518625548
SPATS1	0.518619139
CCDC101	0.51849664
QDPR	0.518453049
LRRC1	0.518440935
GPR27	0.518438923
RNF19A	0.518363352
RALYL	0.518191687
HNRNPR	0.518067896
SPEF1	0.518050244
ZNF575	0.517991841
AFG3L2	0.517968366
SKI	0.517811619
PTHLH	0.517731594
LARS2	0.51750494
ASIC4	0.517434812
ADAMTS16	0.517420334
MRPL18	0.517274348
INTS2	0.517266572
SPARC	0.517109755
TMCO5A	0.517054443
FOXP4	0.516903293
ESR1	0.516867801
GINS4	0.516738912
ADAM22	0.516606632
FAM110A	0.516577563
IL2RA	0.516531065
TMEM53	0.516484258
PSMD14	0.516328962
SYPL2	0.516271476
OR4K15	0.516266845
CIRBP	0.516230688
TNFRSF14	0.516157791
RAB6A	0.516129707
SWAP70	0.515733429
ZBTB5	0.515349802
EML1	0.51529306
ACVR1B	0.515060429
WDR47	0.514987562
TPM4	0.514934034
MAN1B1	0.514926935
KCNC4	0.514878488
N4BP2L1	0.51487579
VDAC3	0.514570133
CCDC117	0.514505145
NCR2	0.51447972
CHST13	0.514347442
PSMB2	0.514262749
LRRC57	0.514225049
OR7G2	0.514114084
SOX1	0.514044457
MYOZ3	0.513918336
SDF2	0.513906998
FOXO3	0.513846993
GIPC3	0.513791137
PSMA7	0.513784939
TMEM241	0.513224066
LTB4R	0.513141516
SPHKAP	0.513064559
RPL18A	0.512945965
SET	0.512924003
CCND1	0.512912036
OR1L6	0.512684334
SLC22A7	0.512346992
SUGP1	0.512260677
PGAP3	0.512035459
CAPZA1	0.511781299
RAB8B	0.511757821
DHRS11	0.511748615
RAB40B	0.511713016
THOC7	0.511665029
SPACA1	0.511502209
FOXK1	0.51138575
MMP26	0.511159543
ZNF324B	0.510995986
SNAI2	0.510791828
MYNN	0.510690583
AJUBA	0.510383589
CINP	0.510352883
ENPP2	0.510336497
HOXD12	0.510278081
C10orf54	0.510275023
GBP2	0.510057524
VWC2L	0.509882309
CBX1	0.509842925
PTGS2	0.509783317
MBD3	0.509763966
UCK2	0.50967295
NAPB	0.509477533
IBTK	0.509374895
PPAPDC3	0.50935846
SYF2	0.509330419
KCTD11	0.509226797
CELA2A	0.509051607
TIMP3	0.508950952
ABHD16A	0.508941139
NXPH2	0.508910348
INSIG2	0.508824501
LBX1	0.508479907
ANKRD24	0.508361358
C8orf42	0.508294714
PIP5K1A	0.5082107
GRB2	0.508196014
SPI1	0.508068282
SSBP1	0.507756994
RPL8	0.507613309
ARL8A	0.507577282
ENC1	0.507574048
DOCK8	0.507541566
LRBA	0.507533496
C6orf62	0.507390906
RND3	0.507350606
YIPF5	0.507276061
OR6N1	0.50727314
YWHAB	0.507161803
TLX2	0.507075057
NUMB	0.507031125
RPS6	0.506921134
TRAF6	0.506805972
CBFB	0.506771018
CEBPB	0.506763478
CLTA	0.506592448
RNPS1	0.506430581
PTGS1	0.506228104
AIG1	0.506206617
POTED	0.506082176
DEPDC1B	0.506075537
CCT4	0.505996014
FGF9	0.505896638
CLDN10	0.505756267
EIF2AK2	0.50563717
SPIN1	0.505605037
BIN2	0.505583974
MAG	0.505557352
DAPP1	0.505538055
ZNF496	0.505474888
ELOVL3	0.505399116
BRD4	0.505378684
RPL13A	0.505351193
IFNE	0.505030443
PPIG	0.504979236
CNPY3	0.504931133
REEP4	0.504791099
ARL8B	0.504760962
SCGN	0.504699114
VSTM2A	0.50457414
LIMK2	0.504570878
RAP1GAP	0.504468605
C1QTNF7	0.504431029
IER5	0.504377018
GAPDH	0.504375999
TSPAN13	0.504232589
PLEKHM3	0.504170272
VDAC2	0.504154534
CD3D	0.504023391
IGFBP5	0.503902319
FAM120AOS	0.503847568
RAB5A	0.503698036
RGS18	0.503632214
PIAS2	0.503614002
RPL7A	0.503520186
RER1	0.503319031
TMEM117	0.503234751
RPS2	0.503201482
FGF14	0.503192292
IFNG	0.503172947
EPO	0.503124395
CCDC106	0.503060347
C2orf27B	0.50293388
RGS6	0.502850894
TAGLN2	0.502783234
PTGFRN	0.502696273
C2orf27A	0.502692035
PGM2L1	0.502630491
RPS24	0.5025278
LRRC73	0.502505683
CLDN18	0.502136138
RPS3	0.501985393
KCNC3	0.501719432
NAT6	0.50166559
CYHR1	0.501564507
RELL2	0.501334372
MGLL	0.501211824
IL1A	0.501189062
TMEM106A	0.501081514
OR4X2	0.500968372
ZNF668	0.500872903
SLC25A4	0.500850403
ERGIC1	0.500747606
PHOSPHO1	0.500718288
TAF15	0.500674889
PCNA	0.500671155
MAF1	0.500662135
OR4F21	0.500595125
LRRC37B	0.500389164
STMN4	0.50037457
CENPV	0.500294748
FNIP1	0.500267465
THAP1	0.499923807
CTDNEP1	0.499847248
IQCJ-SCHIP1	0.499596841
SYNCRIP	0.49952426
Mar-03	0.499473044
HEATR3	0.499389655
MXD1	0.49933505
PELP1	0.499227434
